COUNTRY,COUNTRY_CODE,death_cause,total_deaths
Turkey,TUR,POISONING_DEATHS,8700
Turkmenistan,TKM,POISONING_DEATHS,913
Tuvalu,TUV,POISONING_DEATHS,0
Uganda,UGA,POISONING_DEATHS,10945
Ukraine,UKR,POISONING_DEATHS,46648
"United Arab Emirates",ARE,POISONING_DEATHS,577
"United Kingdom",GBR,POISONING_DEATHS,3077
"United States",USA,POISONING_DEATHS,28442
"United States Virgin Islands",VIR,POISONING_DEATHS,2
Uruguay,URY,POISONING_DEATHS,330
Uzbekistan,UZB,POISONING_DEATHS,7232
Vanuatu,VUT,POISONING_DEATHS,40
Venezuela,VEN,POISONING_DEATHS,1689
Vietnam,VNM,POISONING_DEATHS,21706
Wales,WLS,POISONING_DEATHS,168
Yemen,YEM,POISONING_DEATHS,8418
Zambia,ZMB,POISONING_DEATHS,6088
Zimbabwe,ZWE,POISONING_DEATHS,6571
Afghanistan,AFG,ROAD_DEATHS,150297
Albania,ALB,ROAD_DEATHS,5183
Algeria,DZA,ROAD_DEATHS,235744
"American Samoa",ASM,ROAD_DEATHS,105
Andorra,AND,ROAD_DEATHS,169
Angola,AGO,ROAD_DEATHS,180470
"Antigua and Barbuda",ATG,ROAD_DEATHS,120
Argentina,ARG,ROAD_DEATHS,121908
Armenia,ARM,ROAD_DEATHS,5513
Australia,AUS,ROAD_DEATHS,34131
Austria,AUT,ROAD_DEATHS,12804
Azerbaijan,AZE,ROAD_DEATHS,14544
Bahamas,BHS,ROAD_DEATHS,1121
Bahrain,BHR,ROAD_DEATHS,3340
Bangladesh,BGD,ROAD_DEATHS,171377
Barbados,BRB,ROAD_DEATHS,592
Belarus,BLR,ROAD_DEATHS,34383
Belgium,BEL,ROAD_DEATHS,22686
Belize,BLZ,ROAD_DEATHS,1285
Benin,BEN,ROAD_DEATHS,33209
Bermuda,BMU,ROAD_DEATHS,147
Bhutan,BTN,ROAD_DEATHS,1376
Bolivia,BOL,ROAD_DEATHS,39015
"Bosnia and Herzegovina",BIH,ROAD_DEATHS,4485
Botswana,BWA,ROAD_DEATHS,11141
Brazil,BRA,ROAD_DEATHS,916574
Brunei,BRN,ROAD_DEATHS,1114
Bulgaria,BGR,ROAD_DEATHS,19635
"Burkina Faso",BFA,ROAD_DEATHS,76554
Burundi,BDI,ROAD_DEATHS,33084
Cambodia,KHM,ROAD_DEATHS,56132
Cameroon,CMR,ROAD_DEATHS,108494
Canada,CAN,ROAD_DEATHS,54612
"Cape Verde",CPV,ROAD_DEATHS,810
"Central African Republic",CAF,ROAD_DEATHS,55529
Chad,TCD,ROAD_DEATHS,42062
Chile,CHL,ROAD_DEATHS,47175
China,CHN,ROAD_DEATHS,5951432
Colombia,COL,ROAD_DEATHS,147149
Comoros,COM,ROAD_DEATHS,2523
Congo,COG,ROAD_DEATHS,28479
"Cook Islands",COK,ROAD_DEATHS,87
"Costa Rica",CRI,ROAD_DEATHS,14700
"Cote dIvoire",CIV,ROAD_DEATHS,64519
Croatia,HRV,ROAD_DEATHS,10621
Cuba,CUB,ROAD_DEATHS,24189
Cyprus,CYP,ROAD_DEATHS,3176
Czechia,CZE,ROAD_DEATHS,20916
"Democratic Republic of Congo",COD,ROAD_DEATHS,550166
Denmark,DNK,ROAD_DEATHS,7511
Djibouti,DJI,ROAD_DEATHS,2609
Dominica,DMA,ROAD_DEATHS,253
"Dominican Republic",DOM,ROAD_DEATHS,49827
"East Timor",TLS,ROAD_DEATHS,2407
Ecuador,ECU,ROAD_DEATHS,85813
Egypt,EGY,ROAD_DEATHS,539746
"El Salvador",SLV,ROAD_DEATHS,26499
England,ENG,ROAD_DEATHS,53687
"Equatorial Guinea",GNQ,ROAD_DEATHS,4592
Eritrea,ERI,ROAD_DEATHS,19357
Estonia,EST,ROAD_DEATHS,2952
Eswatini,SWZ,ROAD_DEATHS,8243
Ethiopia,ETH,ROAD_DEATHS,189709
Fiji,FJI,ROAD_DEATHS,1857
Finland,FIN,ROAD_DEATHS,6891
France,FRA,ROAD_DEATHS,112372
Gabon,GAB,ROAD_DEATHS,9999
Gambia,GMB,ROAD_DEATHS,4252
Georgia,GEO,ROAD_DEATHS,13746
Germany,DEU,ROAD_DEATHS,106432
Ghana,GHA,ROAD_DEATHS,95069
Greece,GRC,ROAD_DEATHS,32310
Greenland,GRL,ROAD_DEATHS,58
Grenada,GRD,ROAD_DEATHS,213
Guam,GUM,ROAD_DEATHS,377
Guatemala,GTM,ROAD_DEATHS,39255
Guinea,GIN,ROAD_DEATHS,40632
GuineaBissau,GNB,ROAD_DEATHS,9541
Guyana,GUY,ROAD_DEATHS,3048
Haiti,HTI,ROAD_DEATHS,23399
Honduras,HND,ROAD_DEATHS,21098
Hungary,HUN,ROAD_DEATHS,22826
Iceland,ISL,ROAD_DEATHS,281
India,IND,ROAD_DEATHS,3875333
Indonesia,IDN,ROAD_DEATHS,833586
Iran,IRN,ROAD_DEATHS,537668
Iraq,IRQ,ROAD_DEATHS,113366
Ireland,IRL,ROAD_DEATHS,5080
Israel,ISR,ROAD_DEATHS,13149
Italy,ITA,ROAD_DEATHS,130815
Jamaica,JAM,ROAD_DEATHS,3455
Japan,JPN,ROAD_DEATHS,178231
Jordan,JOR,ROAD_DEATHS,18151
Kazakhstan,KAZ,ROAD_DEATHS,70288
Kenya,KEN,ROAD_DEATHS,78465
Kiribati,KIR,ROAD_DEATHS,393
Kuwait,KWT,ROAD_DEATHS,9755
Kyrgyzstan,KGZ,ROAD_DEATHS,19504
Laos,LAO,ROAD_DEATHS,23818
Latvia,LVA,ROAD_DEATHS,7243
Lebanon,LBN,ROAD_DEATHS,7828
Lesotho,LSO,ROAD_DEATHS,16673
Liberia,LBR,ROAD_DEATHS,8873
Libya,LBY,ROAD_DEATHS,37940
Lithuania,LTU,ROAD_DEATHS,11154
Luxembourg,LUX,ROAD_DEATHS,805
Madagascar,MDG,ROAD_DEATHS,50625
Malawi,MWI,ROAD_DEATHS,38105
Malaysia,MYS,ROAD_DEATHS,128486
Maldives,MDV,ROAD_DEATHS,359
Mali,MLI,ROAD_DEATHS,43907
Malta,MLT,ROAD_DEATHS,400
"Marshall Islands",MHL,ROAD_DEATHS,218
Mauritania,MRT,ROAD_DEATHS,17166
Mauritius,MUS,ROAD_DEATHS,3513
Mexico,MEX,ROAD_DEATHS,398823
Micronesiacountry,FSM,ROAD_DEATHS,453
Moldova,MDA,ROAD_DEATHS,11023
Monaco,MCO,ROAD_DEATHS,40
Mongolia,MNG,ROAD_DEATHS,11721
Montenegro,MNE,ROAD_DEATHS,1352
Morocco,MAR,ROAD_DEATHS,199203
Mozambique,MOZ,ROAD_DEATHS,85131
Myanmar,MMR,ROAD_DEATHS,165033
Namibia,NAM,ROAD_DEATHS,11206
Nauru,NRU,ROAD_DEATHS,74
Nepal,NPL,ROAD_DEATHS,45924
Netherlands,NLD,ROAD_DEATHS,19074
"New Zealand",NZL,ROAD_DEATHS,8225
Nicaragua,NIC,ROAD_DEATHS,12622
Niger,NER,ROAD_DEATHS,44791
Nigeria,NGA,ROAD_DEATHS,353277
Niue,NIU,ROAD_DEATHS,0
"North Korea",PRK,ROAD_DEATHS,161541
"North Macedonia",MKD,ROAD_DEATHS,3672
"Northern Ireland",NIR,ROAD_DEATHS,2163
"Northern Mariana Islands",MNP,ROAD_DEATHS,185
Norway,NOR,ROAD_DEATHS,5095
Oman,OMN,ROAD_DEATHS,39784
Pakistan,PAK,ROAD_DEATHS,321952
Palau,PLW,ROAD_DEATHS,70
Palestine,PSE,ROAD_DEATHS,6955
Panama,PAN,ROAD_DEATHS,10405
"Papua New Guinea",PNG,ROAD_DEATHS,35551
Paraguay,PRY,ROAD_DEATHS,23888
Peru,PER,ROAD_DEATHS,90460
Philippines,PHL,ROAD_DEATHS,191509
Poland,POL,ROAD_DEATHS,108984
Portugal,PRT,ROAD_DEATHS,29031
"Puerto Rico",PRI,ROAD_DEATHS,10062
Qatar,QAT,ROAD_DEATHS,10406
Romania,ROU,ROAD_DEATHS,55466
Russia,RUS,ROAD_DEATHS,657022
Rwanda,RWA,ROAD_DEATHS,46640
"Saint Kitts and Nevis",KNA,ROAD_DEATHS,129
"Saint Lucia",LCA,ROAD_DEATHS,500
"Saint Vincent and the Grenadines",VCT,ROAD_DEATHS,203
Samoa,WSM,ROAD_DEATHS,600
"San Marino",SMR,ROAD_DEATHS,60
"Sao Tome and Principe",STP,ROAD_DEATHS,362
"Saudi Arabia",SAU,ROAD_DEATHS,317682
Scotland,SCT,ROAD_DEATHS,6036
Senegal,SEN,ROAD_DEATHS,32203
Serbia,SRB,ROAD_DEATHS,19116
Seychelles,SYC,ROAD_DEATHS,288
"Sierra Leone",SLE,ROAD_DEATHS,25145
Singapore,SGP,ROAD_DEATHS,4065
Slovakia,SVK,ROAD_DEATHS,11859
Slovenia,SVN,ROAD_DEATHS,4201
"Solomon Islands",SLB,ROAD_DEATHS,2739
Somalia,SOM,ROAD_DEATHS,56086
"South Africa",ZAF,ROAD_DEATHS,430724
"South Korea",KOR,ROAD_DEATHS,156931
"South Sudan",SSD,ROAD_DEATHS,19562
Spain,ESP,ROAD_DEATHS,80887
"Sri Lanka",LKA,ROAD_DEATHS,66254
Sudan,SDN,ROAD_DEATHS,141139
Suriname,SUR,ROAD_DEATHS,1862
Sweden,SWE,ROAD_DEATHS,9330
Switzerland,CHE,ROAD_DEATHS,8311
Syria,SYR,ROAD_DEATHS,40751
Taiwan,TWN,ROAD_DEATHS,87928
Tajikistan,TJK,ROAD_DEATHS,10900
Tanzania,TZA,ROAD_DEATHS,101093
Thailand,THA,ROAD_DEATHS,435789
Togo,TGO,ROAD_DEATHS,26134
Tokelau,TKL,ROAD_DEATHS,0
Tonga,TON,ROAD_DEATHS,203
"Trinidad and Tobago",TTO,ROAD_DEATHS,4359
Tunisia,TUN,ROAD_DEATHS,51388
Turkey,TUR,ROAD_DEATHS,136054
Turkmenistan,TKM,ROAD_DEATHS,7318
Tuvalu,TUV,ROAD_DEATHS,53
Uganda,UGA,ROAD_DEATHS,99647
Ukraine,UKR,ROAD_DEATHS,167846
"United Arab Emirates",ARE,ROAD_DEATHS,54597
"United Kingdom",GBR,ROAD_DEATHS,65172
"United States",USA,ROAD_DEATHS,884471
"United States Virgin Islands",VIR,ROAD_DEATHS,323
Uruguay,URY,ROAD_DEATHS,11618
Uzbekistan,UZB,ROAD_DEATHS,90209
Vanuatu,VUT,ROAD_DEATHS,1109
Venezuela,VEN,ROAD_DEATHS,121904
Vietnam,VNM,ROAD_DEATHS,448594
Wales,WLS,ROAD_DEATHS,3288
Yemen,YEM,ROAD_DEATHS,198781
Zambia,ZMB,ROAD_DEATHS,40661
Zimbabwe,ZWE,ROAD_DEATHS,45294
Afghanistan,AFG,LIVER_DEATHS,68331
Albania,ALB,LIVER_DEATHS,5735
Algeria,DZA,LIVER_DEATHS,65846
"American Samoa",ASM,LIVER_DEATHS,127
Andorra,AND,LIVER_DEATHS,208
Angola,AGO,LIVER_DEATHS,88657
"Antigua and Barbuda",ATG,LIVER_DEATHS,208
Argentina,ARG,LIVER_DEATHS,142131
Armenia,ARM,LIVER_DEATHS,19084
Australia,AUS,LIVER_DEATHS,36430
Austria,AUT,LIVER_DEATHS,38974
Azerbaijan,AZE,LIVER_DEATHS,56821
Bahamas,BHS,LIVER_DEATHS,984
Bahrain,BHR,LIVER_DEATHS,1833
Bangladesh,BGD,LIVER_DEATHS,508618
Barbados,BRB,LIVER_DEATHS,756
Belarus,BLR,LIVER_DEATHS,50330
Belgium,BEL,LIVER_DEATHS,40765
Belize,BLZ,LIVER_DEATHS,900
Benin,BEN,LIVER_DEATHS,33798
Bermuda,BMU,LIVER_DEATHS,144
Bhutan,BTN,LIVER_DEATHS,3146
Bolivia,BOL,LIVER_DEATHS,51931
"Bosnia and Herzegovina",BIH,LIVER_DEATHS,12584
Botswana,BWA,LIVER_DEATHS,7556
Brazil,BRA,LIVER_DEATHS,664881
Brunei,BRN,LIVER_DEATHS,472
Bulgaria,BGR,LIVER_DEATHS,51972
"Burkina Faso",BFA,LIVER_DEATHS,52956
Burundi,BDI,LIVER_DEATHS,32342
Cambodia,KHM,LIVER_DEATHS,137799
Cameroon,CMR,LIVER_DEATHS,73095
Canada,CAN,LIVER_DEATHS,89257
"Cape Verde",CPV,LIVER_DEATHS,1776
"Central African Republic",CAF,LIVER_DEATHS,19391
Chad,TCD,LIVER_DEATHS,46223
Chile,CHL,LIVER_DEATHS,89084
China,CHN,LIVER_DEATHS,3248462
Colombia,COL,LIVER_DEATHS,67271
Comoros,COM,LIVER_DEATHS,2702
Congo,COG,LIVER_DEATHS,18003
"Cook Islands",COK,LIVER_DEATHS,40
"Costa Rica",CRI,LIVER_DEATHS,14083
"Cote dIvoire",CIV,LIVER_DEATHS,73641
Croatia,HRV,LIVER_DEATHS,27757
Cuba,CUB,LIVER_DEATHS,31725
Cyprus,CYP,LIVER_DEATHS,2438
Czechia,CZE,LIVER_DEATHS,46797
"Democratic Republic of Congo",COD,LIVER_DEATHS,241525
Denmark,DNK,LIVER_DEATHS,20840
Djibouti,DJI,LIVER_DEATHS,3198
Dominica,DMA,LIVER_DEATHS,210
"Dominican Republic",DOM,LIVER_DEATHS,42056
"East Timor",TLS,LIVER_DEATHS,3197
Ecuador,ECU,LIVER_DEATHS,61847
Egypt,EGY,LIVER_DEATHS,1025608
"El Salvador",SLV,LIVER_DEATHS,24812
England,ENG,LIVER_DEATHS,145371
"Equatorial Guinea",GNQ,LIVER_DEATHS,1994
Eritrea,ERI,LIVER_DEATHS,25299
Estonia,EST,LIVER_DEATHS,6265
Eswatini,SWZ,LIVER_DEATHS,3777
Ethiopia,ETH,LIVER_DEATHS,380536
Fiji,FJI,LIVER_DEATHS,1532
Finland,FIN,LIVER_DEATHS,23320
France,FRA,LIVER_DEATHS,227067
Gabon,GAB,LIVER_DEATHS,7277
Gambia,GMB,LIVER_DEATHS,5726
Georgia,GEO,LIVER_DEATHS,31744
Germany,DEU,LIVER_DEATHS,414622
Ghana,GHA,LIVER_DEATHS,111377
Greece,GRC,LIVER_DEATHS,26542
Greenland,GRL,LIVER_DEATHS,166
Grenada,GRD,LIVER_DEATHS,318
Guam,GUM,LIVER_DEATHS,561
Guatemala,GTM,LIVER_DEATHS,83953
Guinea,GIN,LIVER_DEATHS,46763
GuineaBissau,GNB,LIVER_DEATHS,7778
Guyana,GUY,LIVER_DEATHS,4473
Haiti,HTI,LIVER_DEATHS,35635
Honduras,HND,LIVER_DEATHS,44307
Hungary,HUN,LIVER_DEATHS,93728
Iceland,ISL,LIVER_DEATHS,301
India,IND,LIVER_DEATHS,4669851
Indonesia,IDN,LIVER_DEATHS,1614027
Iran,IRN,LIVER_DEATHS,113481
Iraq,IRQ,LIVER_DEATHS,45211
Ireland,IRL,LIVER_DEATHS,7324
Israel,ISR,LIVER_DEATHS,13462
Italy,ITA,LIVER_DEATHS,263282
Jamaica,JAM,LIVER_DEATHS,3283
Japan,JPN,LIVER_DEATHS,505118
Jordan,JOR,LIVER_DEATHS,8289
Kazakhstan,KAZ,LIVER_DEATHS,123359
Kenya,KEN,LIVER_DEATHS,210762
Kiribati,KIR,LIVER_DEATHS,493
Kuwait,KWT,LIVER_DEATHS,2804
Kyrgyzstan,KGZ,LIVER_DEATHS,42039
Laos,LAO,LIVER_DEATHS,21452
Latvia,LVA,LIVER_DEATHS,9071
Lebanon,LBN,LIVER_DEATHS,10037
Lesotho,LSO,LIVER_DEATHS,7573
Liberia,LBR,LIVER_DEATHS,17146
Libya,LBY,LIVER_DEATHS,11115
Lithuania,LTU,LIVER_DEATHS,20568
Luxembourg,LUX,LIVER_DEATHS,1799
Madagascar,MDG,LIVER_DEATHS,75656
Malawi,MWI,LIVER_DEATHS,68498
Malaysia,MYS,LIVER_DEATHS,71821
Maldives,MDV,LIVER_DEATHS,457
Mali,MLI,LIVER_DEATHS,58795
Malta,MLT,LIVER_DEATHS,807
"Marshall Islands",MHL,LIVER_DEATHS,183
Mauritania,MRT,LIVER_DEATHS,11709
Mauritius,MUS,LIVER_DEATHS,5784
Mexico,MEX,LIVER_DEATHS,713070
Micronesiacountry,FSM,LIVER_DEATHS,365
Moldova,MDA,LIVER_DEATHS,67382
Monaco,MCO,LIVER_DEATHS,145
Mongolia,MNG,LIVER_DEATHS,25806
Montenegro,MNE,LIVER_DEATHS,973
Morocco,MAR,LIVER_DEATHS,75732
Mozambique,MOZ,LIVER_DEATHS,48060
Myanmar,MMR,LIVER_DEATHS,373944
Namibia,NAM,LIVER_DEATHS,6103
Nauru,NRU,LIVER_DEATHS,40
Nepal,NPL,LIVER_DEATHS,132041
Netherlands,NLD,LIVER_DEATHS,35347
"New Zealand",NZL,LIVER_DEATHS,5096
Nicaragua,NIC,LIVER_DEATHS,23792
Niger,NER,LIVER_DEATHS,53079
Nigeria,NGA,LIVER_DEATHS,723117
Niue,NIU,LIVER_DEATHS,0
"North Korea",PRK,LIVER_DEATHS,93307
"North Macedonia",MKD,LIVER_DEATHS,5762
"Northern Ireland",NIR,LIVER_DEATHS,4712
"Northern Mariana Islands",MNP,LIVER_DEATHS,256
Norway,NOR,LIVER_DEATHS,7235
Oman,OMN,LIVER_DEATHS,4708
Pakistan,PAK,LIVER_DEATHS,752058
Palau,PLW,LIVER_DEATHS,65
Palestine,PSE,LIVER_DEATHS,5624
Panama,PAN,LIVER_DEATHS,7629
"Papua New Guinea",PNG,LIVER_DEATHS,9864
Paraguay,PRY,LIVER_DEATHS,11190
Peru,PER,LIVER_DEATHS,112024
Philippines,PHL,LIVER_DEATHS,229258
Poland,POL,LIVER_DEATHS,171800
Portugal,PRT,LIVER_DEATHS,47060
"Puerto Rico",PRI,LIVER_DEATHS,19704
Qatar,QAT,LIVER_DEATHS,2179
Romania,ROU,LIVER_DEATHS,219425
Russia,RUS,LIVER_DEATHS,982689
Rwanda,RWA,LIVER_DEATHS,43169
"Saint Kitts and Nevis",KNA,LIVER_DEATHS,175
"Saint Lucia",LCA,LIVER_DEATHS,493
"Saint Vincent and the Grenadines",VCT,LIVER_DEATHS,285
Samoa,WSM,LIVER_DEATHS,538
"San Marino",SMR,LIVER_DEATHS,141
"Sao Tome and Principe",STP,LIVER_DEATHS,956
"Saudi Arabia",SAU,LIVER_DEATHS,63118
Scotland,SCT,LIVER_DEATHS,23699
Senegal,SEN,LIVER_DEATHS,40857
Serbia,SRB,LIVER_DEATHS,30917
Seychelles,SYC,LIVER_DEATHS,569
"Sierra Leone",SLE,LIVER_DEATHS,21743
Singapore,SGP,LIVER_DEATHS,4067
Slovakia,SVK,LIVER_DEATHS,34611
Slovenia,SVN,LIVER_DEATHS,13200
"Solomon Islands",SLB,LIVER_DEATHS,2232
Somalia,SOM,LIVER_DEATHS,59213
"South Africa",ZAF,LIVER_DEATHS,129356
"South Korea",KOR,LIVER_DEATHS,202685
"South Sudan",SSD,LIVER_DEATHS,29832
Spain,ESP,LIVER_DEATHS,174757
"Sri Lanka",LKA,LIVER_DEATHS,94821
Sudan,SDN,LIVER_DEATHS,77911
Suriname,SUR,LIVER_DEATHS,2072
Sweden,SWE,LIVER_DEATHS,20116
Switzerland,CHE,LIVER_DEATHS,20866
Syria,SYR,LIVER_DEATHS,34244
Taiwan,TWN,LIVER_DEATHS,137312
Tajikistan,TJK,LIVER_DEATHS,33818
Tanzania,TZA,LIVER_DEATHS,158042
Thailand,THA,LIVER_DEATHS,316609
Togo,TGO,LIVER_DEATHS,21977
Tokelau,TKL,LIVER_DEATHS,0
Tonga,TON,LIVER_DEATHS,378
"Trinidad and Tobago",TTO,LIVER_DEATHS,3246
Tunisia,TUN,LIVER_DEATHS,22716
Turkey,TUR,LIVER_DEATHS,126318
Turkmenistan,TKM,LIVER_DEATHS,37257
Tuvalu,TUV,LIVER_DEATHS,40
Uganda,UGA,LIVER_DEATHS,87755
Ukraine,UKR,LIVER_DEATHS,398316
"United Arab Emirates",ARE,LIVER_DEATHS,5110
"United Kingdom",GBR,LIVER_DEATHS,184104
"United States",USA,LIVER_DEATHS,1119099
"United States Virgin Islands",VIR,LIVER_DEATHS,578
Uruguay,URY,LIVER_DEATHS,9493
Uzbekistan,UZB,LIVER_DEATHS,221396
Vanuatu,VUT,LIVER_DEATHS,794
Venezuela,VEN,LIVER_DEATHS,68801
Vietnam,VNM,LIVER_DEATHS,358550
Wales,WLS,LIVER_DEATHS,10327
Yemen,YEM,LIVER_DEATHS,46920
Zambia,ZMB,LIVER_DEATHS,73243
Zimbabwe,ZWE,LIVER_DEATHS,38951
Afghanistan,AFG,DIGESTIVE_DISEASE_DEATHS,129951
Albania,ALB,DIGESTIVE_DISEASE_DEATHS,9162
Algeria,DZA,DIGESTIVE_DISEASE_DEATHS,104391
"American Samoa",ASM,DIGESTIVE_DISEASE_DEATHS,241
Andorra,AND,DIGESTIVE_DISEASE_DEATHS,429
Angola,AGO,DIGESTIVE_DISEASE_DEATHS,141454
"Antigua and Barbuda",ATG,DIGESTIVE_DISEASE_DEATHS,393
Argentina,ARG,DIGESTIVE_DISEASE_DEATHS,299896
Armenia,ARM,DIGESTIVE_DISEASE_DEATHS,29675
Australia,AUS,DIGESTIVE_DISEASE_DEATHS,106444
Austria,AUT,DIGESTIVE_DISEASE_DEATHS,67632
Azerbaijan,AZE,DIGESTIVE_DISEASE_DEATHS,73036
Bahamas,BHS,DIGESTIVE_DISEASE_DEATHS,1898
Bahrain,BHR,DIGESTIVE_DISEASE_DEATHS,2929
Bangladesh,BGD,DIGESTIVE_DISEASE_DEATHS,798564
Barbados,BRB,DIGESTIVE_DISEASE_DEATHS,1862
Belarus,BLR,DIGESTIVE_DISEASE_DEATHS,89113
Belgium,BEL,DIGESTIVE_DISEASE_DEATHS,106969
Belize,BLZ,DIGESTIVE_DISEASE_DEATHS,1460
Benin,BEN,DIGESTIVE_DISEASE_DEATHS,58077
Bermuda,BMU,DIGESTIVE_DISEASE_DEATHS,334
Bhutan,BTN,DIGESTIVE_DISEASE_DEATHS,5210
Bolivia,BOL,DIGESTIVE_DISEASE_DEATHS,95478
"Bosnia and Herzegovina",BIH,DIGESTIVE_DISEASE_DEATHS,24322
Botswana,BWA,DIGESTIVE_DISEASE_DEATHS,14474
Brazil,BRA,DIGESTIVE_DISEASE_DEATHS,1301983
Brunei,BRN,DIGESTIVE_DISEASE_DEATHS,918
Bulgaria,BGR,DIGESTIVE_DISEASE_DEATHS,85128
"Burkina Faso",BFA,DIGESTIVE_DISEASE_DEATHS,102068
Burundi,BDI,DIGESTIVE_DISEASE_DEATHS,56262
Cambodia,KHM,DIGESTIVE_DISEASE_DEATHS,209234
Cameroon,CMR,DIGESTIVE_DISEASE_DEATHS,124196
Canada,CAN,DIGESTIVE_DISEASE_DEATHS,209458
"Cape Verde",CPV,DIGESTIVE_DISEASE_DEATHS,2798
"Central African Republic",CAF,DIGESTIVE_DISEASE_DEATHS,38396
Chad,TCD,DIGESTIVE_DISEASE_DEATHS,84282
Chile,CHL,DIGESTIVE_DISEASE_DEATHS,141262
China,CHN,DIGESTIVE_DISEASE_DEATHS,5802434
Colombia,COL,DIGESTIVE_DISEASE_DEATHS,186781
Comoros,COM,DIGESTIVE_DISEASE_DEATHS,5098
Congo,COG,DIGESTIVE_DISEASE_DEATHS,29443
"Cook Islands",COK,DIGESTIVE_DISEASE_DEATHS,81
"Costa Rica",CRI,DIGESTIVE_DISEASE_DEATHS,26066
"Cote dIvoire",CIV,DIGESTIVE_DISEASE_DEATHS,121648
Croatia,HRV,DIGESTIVE_DISEASE_DEATHS,48575
Cuba,CUB,DIGESTIVE_DISEASE_DEATHS,70908
Cyprus,CYP,DIGESTIVE_DISEASE_DEATHS,6011
Czechia,CZE,DIGESTIVE_DISEASE_DEATHS,93475
"Democratic Republic of Congo",COD,DIGESTIVE_DISEASE_DEATHS,417441
Denmark,DNK,DIGESTIVE_DISEASE_DEATHS,56708
Djibouti,DJI,DIGESTIVE_DISEASE_DEATHS,5205
Dominica,DMA,DIGESTIVE_DISEASE_DEATHS,492
"Dominican Republic",DOM,DIGESTIVE_DISEASE_DEATHS,58274
"East Timor",TLS,DIGESTIVE_DISEASE_DEATHS,6684
Ecuador,ECU,DIGESTIVE_DISEASE_DEATHS,111740
Egypt,EGY,DIGESTIVE_DISEASE_DEATHS,1138954
"El Salvador",SLV,DIGESTIVE_DISEASE_DEATHS,41161
England,ENG,DIGESTIVE_DISEASE_DEATHS,491276
"Equatorial Guinea",GNQ,DIGESTIVE_DISEASE_DEATHS,3779
Eritrea,ERI,DIGESTIVE_DISEASE_DEATHS,39901
Estonia,EST,DIGESTIVE_DISEASE_DEATHS,12595
Eswatini,SWZ,DIGESTIVE_DISEASE_DEATHS,6893
Ethiopia,ETH,DIGESTIVE_DISEASE_DEATHS,595692
Fiji,FJI,DIGESTIVE_DISEASE_DEATHS,3132
Finland,FIN,DIGESTIVE_DISEASE_DEATHS,50487
France,FRA,DIGESTIVE_DISEASE_DEATHS,552460
Gabon,GAB,DIGESTIVE_DISEASE_DEATHS,11236
Gambia,GMB,DIGESTIVE_DISEASE_DEATHS,10375
Georgia,GEO,DIGESTIVE_DISEASE_DEATHS,41642
Germany,DEU,DIGESTIVE_DISEASE_DEATHS,897432
Ghana,GHA,DIGESTIVE_DISEASE_DEATHS,176132
Greece,GRC,DIGESTIVE_DISEASE_DEATHS,66360
Greenland,GRL,DIGESTIVE_DISEASE_DEATHS,438
Grenada,GRD,DIGESTIVE_DISEASE_DEATHS,643
Guam,GUM,DIGESTIVE_DISEASE_DEATHS,731
Guatemala,GTM,DIGESTIVE_DISEASE_DEATHS,134644
Guinea,GIN,DIGESTIVE_DISEASE_DEATHS,76632
GuineaBissau,GNB,DIGESTIVE_DISEASE_DEATHS,13238
Guyana,GUY,DIGESTIVE_DISEASE_DEATHS,7031
Haiti,HTI,DIGESTIVE_DISEASE_DEATHS,75253
Honduras,HND,DIGESTIVE_DISEASE_DEATHS,89603
Hungary,HUN,DIGESTIVE_DISEASE_DEATHS,151451
Iceland,ISL,DIGESTIVE_DISEASE_DEATHS,1121
India,IND,DIGESTIVE_DISEASE_DEATHS,8351302
Indonesia,IDN,DIGESTIVE_DISEASE_DEATHS,2288646
Iran,IRN,DIGESTIVE_DISEASE_DEATHS,185754
Iraq,IRQ,DIGESTIVE_DISEASE_DEATHS,62788
Ireland,IRL,DIGESTIVE_DISEASE_DEATHS,21539
Israel,ISR,DIGESTIVE_DISEASE_DEATHS,34490
Italy,ITA,DIGESTIVE_DISEASE_DEATHS,539719
Jamaica,JAM,DIGESTIVE_DISEASE_DEATHS,9229
Japan,JPN,DIGESTIVE_DISEASE_DEATHS,1035645
Jordan,JOR,DIGESTIVE_DISEASE_DEATHS,14385
Kazakhstan,KAZ,DIGESTIVE_DISEASE_DEATHS,173132
Kenya,KEN,DIGESTIVE_DISEASE_DEATHS,329573
Kiribati,KIR,DIGESTIVE_DISEASE_DEATHS,974
Kuwait,KWT,DIGESTIVE_DISEASE_DEATHS,4560
Kyrgyzstan,KGZ,DIGESTIVE_DISEASE_DEATHS,48958
Laos,LAO,DIGESTIVE_DISEASE_DEATHS,44751
Latvia,LVA,DIGESTIVE_DISEASE_DEATHS,21008
Lebanon,LBN,DIGESTIVE_DISEASE_DEATHS,16049
Lesotho,LSO,DIGESTIVE_DISEASE_DEATHS,16911
Liberia,LBR,DIGESTIVE_DISEASE_DEATHS,26999
Libya,LBY,DIGESTIVE_DISEASE_DEATHS,17153
Lithuania,LTU,DIGESTIVE_DISEASE_DEATHS,39950
Luxembourg,LUX,DIGESTIVE_DISEASE_DEATHS,3922
Madagascar,MDG,DIGESTIVE_DISEASE_DEATHS,115818
Malawi,MWI,DIGESTIVE_DISEASE_DEATHS,104779
